sentence_M	reference_M	sentence_F	reference_F	ME	PN	UM
Todos podemos alcanzar la iluminación. Lo único que obstaculiza el camino es nuestra tensión y negatividad.	Guztiok lor dezakegu argialdia. Hori lortzeko bidean dugun oztopo bakarra gure tentsioa eta negatibotasuna dira.	Todas podemos alcanzar la iluminación. Lo único que obstaculiza el camino es nuestra tensión y negatividad.	Guztiok lor dezakegu argialdia. Hori lortzeko bidean dugun oztopo bakarra gure tentsioa eta negatibotasuna dira.	0	0	1
A dos años del final de la guerra, los que eran aliados ahora eran enemigos y la Guerra Fría comenzó.	Gerra amaitu eta bi urtera, aliatu izandakoak etsai bihurtu ziren eta Gerra Hotza hasi zen.	A dos años del final de la guerra, las que eran aliadas ahora eran enemigas y la Guerra Fría comenzó.	Gerra amaitu eta bi urtera, aliatu izandakoak etsai bihurtu ziren eta Gerra Hotza hasi zen.	0	0	1
La campaña del Atlántico Norte en la Segunda Guerra Mundial ofrece uno de los ejemplos más claros y recientes de ello. Los estadounidenses intentaban trasladar hombres y materiales por el Océano Atlántico con el fin de apoyar a Gran Bretaña.	Horren adibiderik nabarmenena II. Mundu Gerrako Ipar Atlantikoko kanpaina izan zen. Amerikarrak gizonak eta materialak bidali nahian ari ziren, Ozeano Atlantikoa zeharkatuz, Britainiari laguntzeko.	La campaña del Atlántico Norte en la Segunda Guerra Mundial ofrece uno de los ejemplos más claros y recientes de ello. Las estadounidenses intentaban trasladar mujeres y materiales por el Océano Atlántico con el fin de apoyar a Gran Bretaña.	Horren adibiderik nabarmenena II. Mundu Gerrako Ipar Atlantikoko kanpaina izan zen. Amerikarrak emakumeak eta materialak bidali nahian ari ziren, Ozeano Atlantikoa zeharkatuz, Britainiari laguntzeko.	1	0	1
Por lo general, las cabras domésticas eran reunidas en rebaños que vagaban por las colinas u otras zonas de pastoreo, con frecuencia cuidadas por pastores de cabras que solían ser niños o adolescentes, semejante al pastor más popular. Estos métodos de pastoreo aún se utilizan en la actualidad.	Ahuntz-artaldeetan mantentzen ziren normalean, mendixketan edo bestelako bazka-eremuetan aritzen zirenak, haurrak edo nerabeak izaten ziren ahuntzainen zaintzapean, ezagunagoak diren artzainen antzekoak. Artzain-lan metodo horiek gaur egun ere erabiltzen dira.	Por lo general, las cabras domésticas eran reunidas en rebaños que vagaban por las colinas u otras zonas de pastoreo, con frecuencia cuidadas por pastoras de cabras que solían ser niñas o adolescentes, semejante a la pastora más popular. Estos métodos de pastoreo aún se utilizan en la actualidad.	Ahuntz-artaldeetan mantentzen ziren normalean, mendixketan edo bestelako bazka-eremuetan aritzen zirenak, haurrak edo nerabeak izaten ziren ahuntzainen zaintzapean, ezagunagoak diren artzainen antzekoak. Artzain-lan metodo horiek gaur egun ere erabiltzen dira.	1	0	1
Sus predecesores, los Australopithecus, no tenían el hábito de caminar erectos.	Haien aitzineko australopitekoak ez ziren eskuarki zutik ibiltzen.	Sus predecesoras, las Australopithecus, no tenían el hábito de caminar erectas.	Haien aitzineko australopitekoak ez ziren eskuarki zutik ibiltzen.	0	0	1
Si bien se han encontrado rastros de bipedestación en fósiles de Australopitecos de hace 4,2 a 3,9 millones de años, es posible que el Sahelanthropus haya caminado sobre dos patas hace 7 millones de años.	Espezializazio bipedoak aurkitu dira duela 4,2-3,9 milioi urteko australopitekoen fosiletan, baina baliteke Sahelanthropusak ere bi oinetan ibili izana duela zazpi milioi urte.	Si bien se han encontrado rastros de bipedestación en fósiles de Australopitecos de hace 4,2 a 3,9 millones de años, es posible que la Sahelanthropus haya caminado sobre dos patas hace 7 millones de años.	Espezializazio bipedoak aurkitu dira duela 4,2-3,9 milioi urteko australopitekoen fosiletan, baina baliteke Sahelanthropusak ere bi oinetan ibili izana duela zazpi milioi urte.	0	0	1
Luego de ser aprobada por el Congreso el 4 de julio, se envió un borrador escrito a mano y firmado por el presidente del Congreso, John Hancock, y el secretario, Charles Thomson, a la imprenta de John Dunlap, a unas pocas calles de distancia.	Kongresuan uztailaren 4an onartu ondoren, eskuz idatzitako eta John Hancock Kongresuko presidenteak eta Charles Thomson idazkariak sinatutako zirriborro bat bidali zen handik hurbil zegoen John Dunlapen inprimategira.	Luego de ser aprobada por el Congreso el 4 de julio, se envió un borrador escrito a mano y firmado por la presidenta del Congreso, Johanna Hanley, y el secretario, Charles Thomson, a la imprenta de John Dunlap, a unas pocas calles de distancia.	Kongresuan uztailaren 4an onartu ondoren, eskuz idatzitako eta Johanna Hanley Kongresuko presidenteak eta Charles Thomson idazkariak sinatutako zirriborro bat bidali zen handik hurbil zegoen John Dunlapen inprimategira.	1	1	0
Fue John Nixon quien leyó por primera vez el documento y lo hizo en el patio del Salón de la Independencia, el 8 de julio.	Dokumentuaren lehenengo irakurketa publikoa John Nixonek egin zuen Independence Hall-eko lorategian, uztailaren 8an.	Fue Sarah Franklin Bache quien leyó por primera vez el documento y lo hizo en el patio del Salón de la Independencia, el 8 de julio.	Dokumentuaren lehenengo irakurketa publikoa Sarah Franklin Bache-ek egin zuen Independence Hall-eko lorategian, uztailaren 8an.	0	1	0
El 6 de julio se envió una copia a George Washington, quien ordenó que se la leyeran a su ejército en Nueva York el 9 de julio. El 10 de agosto llegó otra copia a Londres.	Kopietako bat George Washingtoni bidali zioten uztailaren 6an, eta hark bere armadari irakurri zion uztailaren 9an, New Yorken. Abuztuaren 10ean, Londresera iritsi zen kopia bat.	El 6 de julio se envió una copia a Esther de Berdt Reed, quien ordenó que se la leyeran a su ejército en Nueva York el 9 de julio. El 10 de agosto llegó otra copia a Londres.	Kopietako bat Esther de Berdt Reed-i bidali zioten uztailaren 6an, eta hark bere armadari irakurri zion uztailaren 9an, New Yorken. Abuztuaren 10ean, Londresera iritsi zen kopia bat.	0	1	0
Una gran cantidad de paleontólogos cree que un grupo de dinosaurios sobrevivió y sigue vivo hoy en día. Son los pájaros.	Egungo paleontologo askok uste dute dinosauro talde batek biziraun egin zuela eta oraindik bizi direla. Hegazti deitzen diegu.	Una gran cantidad de paleontólogas cree que un grupo de dinosaurios sobrevivió y sigue vivo hoy en día. Son los pájaros.	Egungo paleontologo askok uste dute dinosauro talde batek biziraun egin zuela eta oraindik bizi direla. Hegazti deitzen diegu.	0	0	1
Los entomólogos emplean el término insecto parásito en un sentido formal para referirse a este grupo de artrópodos.	Entomologoek zimitz terminoa erabiltzen dute intsektu talde hori izendatzeko.	Las entomólogas emplean el término insecto parásito en un sentido formal para referirse a este grupo de artrópodos.	Entomologoek zimitz terminoa erabiltzen dute intsektu talde hori izendatzeko.	0	0	1
Los casos registrados de esclerosis múltiple (EM) en EE. UU. ascienden a cerca de 400 000, lo que la hace la enfermedad neurológica más frecuente entre adultos jóvenes y de mediana edad.	Ameriketako Estatu Batuetan, Esklerosi Anizkoitzaren (EA) 400.000 kasu daude gutxi gorabehera, eta heldu gazteen eta adin ertainekoen artean gaixotasun neurologiko nagusi bihurtzen du datu horrek.	Los casos registrados de esclerosis múltiple (EM) en EE. UU. ascienden a cerca de 400 000, lo que la hace la enfermedad neurológica más frecuente entre adultas jóvenes y de mediana edad.	Ameriketako Estatu Batuetan, Esklerosi Anizkoitzaren (EA) 400.000 kasu daude gutxi gorabehera, eta heldu gazteen eta adin ertainekoen artean gaixotasun neurologiko nagusi bihurtzen du datu horrek.	0	0	1
Una pareja podría concluir que criar a un bebé no sería lo más conveniente para ellos o para el niño.	Gerta daiteke bikote batek erabakitzea haurtxo bat heztea ez dela onena haientzat edo haurrarentzat.	Una pareja podría concluir que criar a un bebé no sería lo más conveniente para ellas o para el niño.	Gerta daiteke bikote batek erabakitzea haurtxo bat heztea ez dela onena haientzat edo haurrarentzat.	1	0	1
En una adopción, los padres biológicos renuncian a sus derechos parentales para que una pareja distinta pueda hacerse cargo del niño.	Adopzioan, guraso biologikoek guraso-eskubideak amaitzen dituzte beste bikote bat haurraren guraso izateko.	En una adopción, las madres biológicas renuncian a sus derechos parentales para que una pareja distinta pueda hacerse cargo del niño.	Adopzioan, guraso biologikoek guraso-eskubideak amaitzen dituzte beste bikote bat haurraren guraso izateko.	1	0	1
El foco tanto de naturalistas como de filósofos fue puesto en las obras clásicas; especialmente, en la versión en latín del texto bíblico.	Naturalistek eta filosofoek testu klasikoetan jarri zuten arreta, bereziki Latinez idatzitako Biblian.	El foco tanto de naturalistas como de filósofas fue puesto en las obras clásicas; especialmente, en la versión en latín del texto bíblico.	Naturalistek eta filosofoek testu klasikoetan jarri zuten arreta, bereziki Latinez idatzitako Biblian.	0	0	1
Los pensamientos de Aristóteles, en especial las cuestiones de la ciencia, incluso la psicología, fueron aceptadas.	Aristotelesek zientzia kontu guztien inguruan zituen ikuspuntuak onartu ziren, filosofia barne.	Los pensamientos de Hipatia, en especial las cuestiones de la ciencia, incluso la psicología, fueron aceptadas.	Hipatia-k zientzia kontu guztien inguruan zituen ikuspuntuak onartu ziren, filosofia barne.	0	1	0
Únicamente las mutaciones en células germinales se pueden transmitir a los niños, mientras que las que ocurren en otras partes pueden causar la muerte celular o cáncer.	Lerro germinaleko zeluletako mutazioak soilik pasatzen zaizkie haurrei, eta beste tokietako mutazioek zelulen heriotza edo minbizia eragin dezakete.	Únicamente las mutaciones en células germinales se pueden transmitir a las niñas, mientras que las que ocurren en otras partes pueden causar la muerte celular o cáncer.	Lerro germinaleko zeluletako mutazioak soilik pasatzen zaizkie haurrei, eta beste tokietako mutazioek zelulen heriotza edo minbizia eragin dezakete.	0	0	1
En esta lanzadera de traslado dinámico, todos están de algún modo conectados con un sistema de transporte basado en el uso de automóviles privados, y lo sostienen.	Garraio-dinamika horren baitan, mundu guztia nolabait lotuta dago auto pribatuetan oinarritutako garraio-sistema batekin, eta hura babesten du.	En esta lanzadera de traslado dinámico, todas están de algún modo conectadas con un sistema de transporte basado en el uso de automóviles privados, y lo sostienen.	Garraio-dinamika horren baitan, mundu guztia nolabait lotuta dago auto pribatuetan oinarritutako garraio-sistema batekin, eta hura babesten du.	0	0	1
Actualmente, los científicos sostienen que esta economía masiva del carbono ha privado a la biosfera de uno de sus estados regulares que ha contribuido con la evolución de la humanidad por los últimos dos millones de años.	Zientziak adierazi duenez, izugarrizko karbono-ekonomia horrek aldatu egin du azken bi milioi urteetan biosferaren egoera egonkorra, zeinak gizakion eboluzioa babestu duen.	Actualmente, las científicas sostienen que esta economía masiva del carbono ha privado a la biosfera de uno de sus estados regulares que ha contribuido con la evolución de la humanidad por los últimos dos millones de años.	Zientziak adierazi duenez, izugarrizko karbono-ekonomia horrek aldatu egin du azken bi milioi urteetan biosferaren egoera egonkorra, zeinak gizakion eboluzioa babestu duen.	0	0	1
Todos forman parte de la sociedad y hacen uso de los sistemas de transporte; y casi todos se quejan de ellos.	Mundu guztiak hartzen du parte gizartean eta garraio-sistemak erabiltzen ditu. Ia guztiak dira garraio-sistemen kexu. 	Todas forman parte de la sociedad y hacen uso de los sistemas de transporte; y casi todas se quejan de ellos.	Mundu guztiak hartzen du parte gizartean eta garraio-sistemak erabiltzen ditu. Ia guztiak dira garraio-sistemen kexu. 	0	0	1
¿Cuál es la razón de que los sistemas de transporte den lugar a quejas de tal calibre y por qué se producen fallas diariamente? ¿Son los ingenieros de transporte sencillamente incapaces? ¿O hay algo más sustancial que está sucediendo?	Zergatik sorrarazten dituzte garraio-sistemek horrelako kexak? Zergatik huts egiten dute egunero? Garraio-teknikariak kualifikatu gabeak al dira? Edo oinarrizko arazoren bat dago?	¿Cuál es la razón de que los sistemas de transporte den lugar a quejas de tal calibre y por qué se producen fallas diariamente? ¿Son las ingenieras de transporte sencillamente incapaces? ¿O hay algo más sustancial que está sucediendo?	Zergatik sorrarazten dituzte garraio-sistemek horrelako kexak? Zergatik huts egiten dute egunero? Garraio-teknikariak kualifikatu gabeak al dira? Edo oinarrizko arazoren bat dago?	0	0	1
El flujo de tráfico es el estudio del movimiento individual de conductores y vehículos entre dos puntos y de las interacciones entre ellos.	Gidari eta ibilgailu indibidualek bi helmugen artean duten mugimendua eta elkarren arteko harremanak aztertzen ditu trafikoaren fluxuak.	El flujo de tráfico es el estudio del movimiento individual de conductoras y vehículos entre dos puntos y de las interacciones entre ellos.	Gidari eta ibilgailu indibidualek bi helmugen artean duten mugimendua eta elkarren arteko harremanak aztertzen ditu trafikoaren fluxuak.	0	0	1
